hotel,cidade,preço,checkin,checkout,dist_centro,dist_praia,avaliacao,qtnd_avaliacoes,data_extracao
Jaqueira Home Service,Recife,1190,2024-10-22,2024-10-29,3.0,None,9.2,101,2024-6-6
Rooftop#1101 - Luxo em Boa Viagem por Carpediem,Recife,1638,2024-10-22,2024-10-29,6.4,None,10.0,1,2024-6-6
Apto 3 quartos Beira Mar Prox de Recife,Recife,1400,2024-10-22,2024-10-29,16.4,0.0,8.2,113,2024-6-6
Flat Super Aconchegante na Jaqueira com WI-FI e sem taxas,Recife,1400,2024-10-22,2024-10-29,3.3,None,10.0,7,2024-6-6
Av Boa Viagem. Flat com vista perfeita para o Mar.,Recife,2678,2024-10-22,2024-10-29,5.7,0.0,9.2,49,2024-6-6
Eclipse Motel,Recife,774,2024-10-22,2024-10-29,6.5,None,6.1,14,2024-6-6
Apartamento aconchegante em Candeias,Recife,1589,2024-10-22,2024-10-29,16.8,0.0,9.7,13,2024-6-6
Studio D'Roma em Boa Viagem,Recife,1260,2024-10-22,2024-10-29,7.7,0.6,8.5,2,2024-6-6
STAY POUSADA,Recife,700,2024-10-22,2024-10-29,1.4,None,6.9,56,2024-6-6
Apê Espaçoso e Econômico - Pertinho da Praia,Recife,1257,2024-10-22,2024-10-29,5.8,0.25,9.1,65,2024-6-6
#403 Quádruplo em Boa Viagem por Carpediem,Recife,1638,2024-10-22,2024-10-29,6.4,0.55,8.8,5,2024-6-6
Pousada Praia Boa Viagem,Recife,1397,2024-10-22,2024-10-29,8.5,0.15,8.0,567,2024-6-6
Apartamento aconchegante bem localizado,Recife,1762,2024-10-22,2024-10-29,7.0,0.7,9.2,5,2024-6-6
boa viagem vista mar,Recife,2100,2024-10-22,2024-10-29,8.7,0.35,9.5,21,2024-6-6
Moradia dos sonhos 30 m da praia,Recife,1523,2024-10-22,2024-10-29,7.9,None,None,None,2024-6-6
Flat Golden Beach em Piedade,Recife,1400,2024-10-22,2024-10-29,14.3,0.5,6.8,49,2024-6-6
Flat Beach Barra - Praia do Paiva - Ilha do amor,Recife,1368,2024-10-22,2024-10-29,19.5,0.0,8.7,46,2024-6-6
Charmoso e Aconchegante,Recife,1960,2024-10-22,2024-10-29,7.3,0.5,9.5,24,2024-6-6
Beach Class #3506 - Suíte Confortável by Carpediem,Recife,1158,2024-10-22,2024-10-29,1.7,None,8.0,1,2024-6-6
Mercure #508 - Apê em Boa Viagem por Carpediem,Recife,1544,2024-10-22,2024-10-29,7.0,0.1,None,None,2024-6-6
Flat Barra Home Stay LUXO 406,Recife,1323,2024-10-22,2024-10-29,18.5,0.25,8.4,50,2024-6-6
Rooftop #704 - Suíte em Boa Viagem por Carpediem,Recife,1638,2024-10-22,2024-10-29,6.4,0.55,10.0,2,2024-6-6
Flat em Boa Viagem #506,Recife,1347,2024-10-22,2024-10-29,6.4,0.55,10.0,2,2024-6-6
Rooftop #306 - Suíte em Boa Viagem por Carpediem,Recife,1638,2024-10-22,2024-10-29,6.4,0.55,8.4,5,2024-6-6
FLAT Praia Boa Viagem,Recife,3045,2024-10-22,2024-10-29,7.0,0.0,8.6,249,2024-6-6
Apartamento 3 quartos em frente ao Mar,Recife,1393,2024-10-22,2024-10-29,13.8,0.0,8.8,78,2024-6-6
Studio 06 da Boa Vista,Recife,819,2024-10-22,2024-10-29,1.3,None,None,None,2024-6-6
Flat no Condomínio Metrópolis - Ilha do Leite,Recife,1183,2024-10-22,2024-10-29,1.7,None,7.3,8,2024-6-6
Flat em Boa Viagem - Edifício Rooftop 470,Recife,2202,2024-10-22,2024-10-29,6.4,0.55,9.5,39,2024-6-6
Beach Class Boa Viagem - Apartamento em Hotel Transamerica 5 Estrelas Vista para o Mar,Recife,2023,2024-10-22,2024-10-29,4.3,None,10.0,1,2024-6-6
Rooftop #806 - Apto em Boa Viagem por Carpediem,Recife,1638,2024-10-22,2024-10-29,6.4,0.55,9.5,4,2024-6-6
Rooftop #401 - Loft em Boa Viagem por Carpediem,Recife,1638,2024-10-22,2024-10-29,6.4,0.55,10.0,1,2024-6-6
Excelente Flat em Boa Viagem 2 quartos Beach Class Ideal para Família ou Viagens de Negócio NOB1804,Recife,2352,2024-10-22,2024-10-29,6.6,0.8,9.5,24,2024-6-6
RoofTop #601 - Praia de Boa Viagem por Carpediem,Recife,1638,2024-10-22,2024-10-29,6.4,0.55,10.0,1,2024-6-6
Rooftop #1402 - Studio em Boa Viagem por Carpediem,Recife,1638,2024-10-22,2024-10-29,6.4,0.55,None,None,2024-6-6
Aurora Recife Hostel,Recife,462,2024-10-22,2024-10-29,1.1,None,None,None,2024-6-6
Rooftop #605 - Suíte em Boa Viagem por Carpediem,Recife,1638,2024-10-22,2024-10-29,6.4,0.55,9.3,3,2024-6-6
Flat na Praia em HOTEL DE LUXO (1001),Recife,1785,2024-10-22,2024-10-29,4.3,0.15,10.0,1,2024-6-6
Seu lar no melhor de Recife - Boa Viagem.,Recife,1470,2024-10-22,2024-10-29,8.5,1.1,10.0,1,2024-6-6
Hospede-se próximo ao Aeroporto Internacional dos Guararapes em Recife - Rua Esdras Farias  15B,Recife,536,2024-10-22,2024-10-29,7.0,None,10.0,1,2024-6-6
Rooftop #1006 - Studio na Praia por Carpediem,Recife,1638,2024-10-22,2024-10-29,6.4,0.55,8.4,14,2024-6-6
Boa Viagem Flat,Recife,1400,2024-10-22,2024-10-29,9.3,0.1,7.5,239,2024-6-6
Apartamento no Derby,Recife,1575,2024-10-22,2024-10-29,1.6,None,None,None,2024-6-6
APARTAMENTO INDIANÓPOLIS,Recife,851,2024-10-22,2024-10-29,8.7,0.5,5.0,1,2024-6-6
Rooftop #107 - Suíte em Boa Viagem por Carpediem,Recife,1638,2024-10-22,2024-10-29,6.4,0.55,9.0,2,2024-6-6
Barra Home Stay Alto Padrão 405,Recife,1253,2024-10-22,2024-10-29,18.5,0.0,8.8,44,2024-6-6
Rooftop #705 - Suíte em Boa Viagem por Carpediem,Recife,1638,2024-10-22,2024-10-29,6.4,0.55,10.0,1,2024-6-6
Flat na Ilha do Leite Recife 1 quarto Metrópolis Localizado no coração do segundo Polo Médico do país OTH1603,Recife,1218,2024-10-22,2024-10-29,1.7,None,7.5,11,2024-6-6
Rooftop #807 - O Melhor de Boa Viagem by Carpediem,Recife,1638,2024-10-22,2024-10-29,6.4,0.55,8.5,4,2024-6-6
Flat Radisson Recife,Recife,2905,2024-10-22,2024-10-29,5.7,0.0,9.3,9,2024-6-6
Rooftop #1405 - Suíte em Boa Viagem by Carpediem,Recife,1638,2024-10-22,2024-10-29,6.4,0.55,9.0,1,2024-6-6
LOFT LUXO 903 BOA ViAGEM,Recife,1636,2024-10-22,2024-10-29,10.8,0.7,8.4,47,2024-6-6
Excelente 2 Quartos em Setúbal Boa Viagem eal para famílias e executivos PM306,Recife,2114,2024-10-22,2024-10-29,9.6,0.4,8.6,22,2024-6-6
Praia de jangada 103 - barra de jangada recife,Recife,1070,2024-10-22,2024-10-29,20.0,1.5,8.2,6,2024-6-6
Flat Costa Mar,Recife,1750,2024-10-22,2024-10-29,13.1,0.0,8.8,106,2024-6-6
Flat 1203 BEIRA MAR no Barra Classic,Recife,1462,2024-10-22,2024-10-29,19.4,0.0,9.6,5,2024-6-6
Apart hotel c WiFi prox a Praia de Boa Viagem PE,Recife,2945,2024-10-22,2024-10-29,6.6,0.55,8.2,12,2024-6-6
Aptº. Beira Mar com Vista Mar.,Recife,2380,2024-10-22,2024-10-29,10.9,0.0,None,None,2024-6-6
Flat Beira Mar Recife - Praia de Piedade,Recife,3360,2024-10-22,2024-10-29,12.6,0.0,9.1,18,2024-6-6
Apartamento Lagoa do Araçá,Recife,1250,2024-10-22,2024-10-29,5.2,None,None,None,2024-6-6
Flat Navegantes Residence - Mar,Recife,2094,2024-10-22,2024-10-29,7.0,0.1,9.7,3,2024-6-6
Paiva Home Stay - Bugan Paiva by Flatbpaiva,Recife,2635,2024-10-22,2024-10-29,19.6,0.0,8.7,66,2024-6-6
HY Beach Flats - International,Recife,2786,2024-10-22,2024-10-29,4.3,0.0,8.0,186,2024-6-6
Apê Residencial Goiabeiras,Recife,1169,2024-10-22,2024-10-29,14.4,None,7.7,8,2024-6-6
Lindo FLAT no melhor lugar de Candeias 50 m praia,Recife,1487,2024-10-22,2024-10-29,15.9,0.0,9.1,58,2024-6-6
Flat que acomoda até 4 pessoas Boa Viagem-Recife,Recife,1540,2024-10-22,2024-10-29,9.9,0.8,7.0,1,2024-6-6
Rooftop #706 - Suíte em Boa Viagem por Carpediem,Recife,1638,2024-10-22,2024-10-29,6.4,0.55,None,None,2024-6-6
Marbelo Pernambuco Hostel,Recife,1637,2024-10-22,2024-10-29,0.4,2.8,8.5,2,2024-6-6
Parque Shopping #1304 - Apê conforto por Carpediem,Recife,1631,2024-10-22,2024-10-29,3.5,0.9,6.0,1,2024-6-6
Flat - Boa viagem- Recife - Poucos metros da praia,Recife,1827,2024-10-22,2024-10-29,10.2,0.5,9.5,2,2024-6-6
Betel Beach Flat Boa Viagem,Recife,2793,2024-10-22,2024-10-29,4.3,0.0,7.8,81,2024-6-6
Rooftop #1003 - Studio na Praia de Boa Viagem por Carpediem,Recife,1638,2024-10-22,2024-10-29,6.4,0.55,None,None,2024-6-6
Barra homestay lux,Recife,2380,2024-10-22,2024-10-29,18.5,0.25,9.5,40,2024-6-6
Rooftop #108 - Suíte em Boa Viagem por Carpediem,Recife,1638,2024-10-22,2024-10-29,6.4,0.55,9.0,1,2024-6-6
Melhor local da zona norte Sem Taxas,Recife,2100,2024-10-22,2024-10-29,3.3,None,9.2,12,2024-6-6
Casa Aeroporto Pousada,Recife,798,2024-10-22,2024-10-29,9.2,1.6,6.3,504,2024-6-6
Maria Renda #1501 - Flat em Recife por Carpediem,Recife,2220,2024-10-22,2024-10-29,7.9,0.1,None,None,2024-6-6
Condomínio Ibiza #703 - Apartamento na Praia de Candeias por Carpediem,Recife,1834,2024-10-22,2024-10-29,15.7,0.15,7.4,12,2024-6-6
Apartamento temporada,Recife,1190,2024-10-22,2024-10-29,14.1,None,None,None,2024-6-6
Flat em Boa Viagem,Recife,1950,2024-10-22,2024-10-29,6.6,0.4,8.3,3,2024-6-6
Flat Pé-na-areia! Um refúgio a Beira-mar! Vista deslumbrante!,Recife,1248,2024-10-22,2024-10-29,14.3,0.0,5.0,2,2024-6-6
Apto com vista para o mar de Boa Viagem,Recife,1330,2024-10-22,2024-10-29,10.0,None,None,None,2024-6-6
Apartamento de 2 quartos no melhor de Boa Viagem,Recife,1642,2024-10-22,2024-10-29,8.6,None,None,None,2024-6-6
Flat no Mercure Navegantes,Recife,1097,2024-10-22,2024-10-29,7.0,None,None,None,2024-6-6
Apartamento na melhor localização de Recife,Recife,884,2024-10-22,2024-10-29,3.6,None,3.8,13,2024-6-6
Requinte e sofisticação ao lado Jardim Botânico,Recife,1050,2024-10-22,2024-10-29,10.2,None,7.0,1,2024-6-6
Hotel Barramares,Recife,2835,2024-10-22,2024-10-29,11.5,0.0,7.8,867,2024-6-6
Coração de Boa Viagem,Recife,3252,2024-10-22,2024-10-29,9.1,1.0,8.9,20,2024-6-6
Rooftop #1306 - Apart em Boa Viagem Por Carpediem,Recife,1638,2024-10-22,2024-10-29,6.4,0.55,8.0,2,2024-6-6
Rooftop #501 - Suíte em Boa Viagem por Carpediem,Recife,1802,2024-10-22,2024-10-29,6.4,0.55,8.5,2,2024-6-6
IAA's - Apartamentos beira-mar em Pernambuco,Recife,2087,2024-10-22,2024-10-29,9.5,0.0,None,None,2024-6-6
Parque Shopping #2206 - Apartamento em Boa Viagem Housi por Carpediem,Recife,1631,2024-10-22,2024-10-29,3.5,0.9,None,None,2024-6-6
Transamerica Fit Recife- Flat mobiliado,Recife,1785,2024-10-22,2024-10-29,6.6,0.9,8.6,41,2024-6-6
Beach Class Executive - Beira Mar Quádruplo,Recife,1931,2024-10-22,2024-10-29,4.2,0.0,None,None,2024-6-6
Boa viagem beach 504,Recife,3119,2024-10-22,2024-10-29,9.5,0.0,9.0,2,2024-6-6
Flat no Coração de Boa Viagem,Recife,1335,2024-10-22,2024-10-29,8.0,1.1,3.0,1,2024-6-6
Piscina no Rooftop! Exclusivo ''Apartamento Compacto com Design Moderno e Infraestrutura Completa em Boa viagem - Estacionamento e Portaria 24h! Roupas de Cama Toalhas e mimos inclusos!'',Recife,2041,2024-10-22,2024-10-29,6.2,0.8,9.3,3,2024-6-6
Rooftop #504 - Suíte confortável na Praia de Boa Viagem por Carpediem,Recife,1638,2024-10-22,2024-10-29,6.4,0.55,5.0,1,2024-6-6
Apto beira-mar Candeias com 2qts,Recife,990,2024-10-22,2024-10-29,17.9,0.0,None,None,2024-6-6
Paiva home stay,Recife,1339,2024-10-22,2024-10-29,18.9,None,None,None,2024-6-6
Apartamento de 2 quartos,Recife,1960,2024-10-22,2024-10-29,3.1,None,9.8,4,2024-6-6
Ótimo Flat Bairro da Jaqueira Recife até 3 pessoas O Bairro mais Verde da Cidade PBO902,Recife,1463,2024-10-22,2024-10-29,3.3,None,7.5,2,2024-6-6
Apartamento Augusto Lucena,Recife,1400,2024-10-22,2024-10-29,4.7,None,9.0,1,2024-6-6
Goldenland Home Service,Recife,2514,2024-10-22,2024-10-29,6.8,0.7,8.3,50,2024-6-6
Rooftop #606 - Studio em Boa Viagem por Carpediem,Recife,1638,2024-10-22,2024-10-29,6.4,0.55,None,None,2024-6-6
Hostel Hay's 1 Aeroporto Boa Viagem,Recife,778,2024-10-22,2024-10-29,9.6,0.8,8.3,109,2024-6-6
Cantinho especial de Piedade,Recife,1130,2024-10-22,2024-10-29,15.6,0.95,10.0,1,2024-6-6
Casa da vovó,Recife,2388,2024-10-22,2024-10-29,9.2,0.5,10.0,4,2024-6-6
Apt 2 quartos com varanda próximo Praça Casa Forte o bairro mais agradável do Recife ARN901,Recife,1680,2024-10-22,2024-10-29,5.2,None,9.3,6,2024-6-6
Rooftop 470 #607 - em Boa Viagem por Carpediem,Recife,1638,2024-10-22,2024-10-29,6.4,0.55,6.3,3,2024-6-6
Kitnet 1 quarto com banheiro carnaval recife  condomínio fechado,Recife,1339,2024-10-22,2024-10-29,6.3,2.7,None,None,2024-6-6
Aconchego e Conveniência - Apartamento para 2pessoas a 2min da Praia de Boa viagem - 1 Quarto com Ar-Condicionado - Wi-Fi e Mobilia COMPLETA '' Localização Privilegiada com Custo-Beneficio Imbatível em Recife!'' -Promoção Exclusiva-,Recife,1687,2024-10-22,2024-10-29,5.8,0.25,8.2,5,2024-6-6
Flat vista mar Boa Viagem,Recife,2794,2024-10-22,2024-10-29,7.0,0.1,8.7,12,2024-6-6
Hostel Alvorada,Recife,531,2024-10-22,2024-10-29,8.4,None,1.5,2,2024-6-6
Kitnet com hidromassagem boa viagem,Recife,1151,2024-10-22,2024-10-29,6.1,2.7,3.0,1,2024-6-6
Flat próximo à UFPE e ao HC,Recife,1400,2024-10-22,2024-10-29,7.5,None,None,None,2024-6-6
Suíte na beira mar da Praia de Piedade por Carpediem,Recife,1255,2024-10-22,2024-10-29,13.6,0.5,5.0,2,2024-6-6
ibis Recife Aeroporto,Recife,2084,2024-10-22,2024-10-29,9.2,1.6,8.3,4129,2024-6-6
Flat Pé na Areia Recife-Piedade,Recife,1809,2024-10-22,2024-10-29,12.6,0.0,None,None,2024-6-6
Paiva Home Stay Aptº temporada,Recife,2688,2024-10-22,2024-10-29,14.9,0.0,8.0,24,2024-6-6
Boa Viagem beach 503,Recife,2945,2024-10-22,2024-10-29,9.5,0.5,None,None,2024-6-6
Flora Pousada,Recife,2035,2024-10-22,2024-10-29,0.45,2.9,None,None,2024-6-6
Acero'Lar,Recife,357,2024-10-22,2024-10-29,0.5,2.9,1.0,1,2024-6-6
Flat incrível 2 qtos Beach class conselheiro,Recife,1613,2024-10-22,2024-10-29,7.7,0.25,None,None,2024-6-6
Homes Stay #2307 - Flat em Recife por Carpediem,Recife,2896,2024-10-22,2024-10-29,8.7,0.35,None,None,2024-6-6
Boa Viagem beach 502,Recife,2526,2024-10-22,2024-10-29,9.6,0.0,4.5,2,2024-6-6
Transamerica Fit Recife- Flat mobiliado,Recife,2800,2024-10-22,2024-10-29,7.0,None,9.3,6,2024-6-6
Flat na Ilha do Leite Recife 1 quarto Metrópolis Localizado no coração do segundo Polo Médico do país OTH1205,Recife,1218,2024-10-22,2024-10-29,1.7,None,6.8,9,2024-6-6
Nobile Residences Maria Frazão,Recife,2426,2024-10-22,2024-10-29,10.2,0.0,9.3,242,2024-6-6
Quartos em apartamento rústico e aconchegante,Recife,840,2024-10-22,2024-10-29,3.2,None,None,None,2024-6-6
Flat na Ilha do Leite Recife 1 quarto Metrópolis Localizado no coração do segundo Polo Médico do país OTH1401,Recife,1218,2024-10-22,2024-10-29,1.7,None,7.7,3,2024-6-6
Hosts BR-Flat Fit Transamérica Boa Viagem s/ taxa,Recife,1663,2024-10-22,2024-10-29,7.0,0.65,8.6,5,2024-6-6
Apartamento ao lado da UFPE,Recife,1400,2024-10-22,2024-10-29,7.5,None,9.7,3,2024-6-6
Pousada da Praia,Recife,1190,2024-10-22,2024-10-29,11.9,0.2,4.6,19,2024-6-6
Flat 1 Quarto Jaqueira Recife - Wi-fi e Garagem,Recife,2497,2024-10-22,2024-10-29,3.1,None,7.0,2,2024-6-6
Flat Boa Viagem Alceu Valença,Recife,3808,2024-10-22,2024-10-29,6.2,0.45,8.8,4,2024-6-6
Pousada Shalom,Recife,1190,2024-10-22,2024-10-29,4.8,None,None,None,2024-6-6
Edf: rubi,Recife,2678,2024-10-22,2024-10-29,1.5,None,10.0,2,2024-6-6
Excelente Apartamento! Custo benefício. Tudo perto,Recife,2552,2024-10-22,2024-10-29,3.1,None,10.0,1,2024-6-6
Lindo apartamento em Recife,Recife,1017,2024-10-22,2024-10-29,3.6,None,1.0,2,2024-6-6
Apartamento com estilo e conforto,Recife,1827,2024-10-22,2024-10-29,4.5,None,9.7,76,2024-6-6
Clube Vita #703 - Aconchego em Boa Viagem by Carpediem,Recife,3185,2024-10-22,2024-10-29,6.6,1.8,None,None,2024-6-6
Casa com piscina aconchegante 300 m do mar,Recife,1856,2024-10-22,2024-10-29,12.6,0.4,5.5,4,2024-6-6
Excelente flat em Setúbal Boa Viagem até 4 pessoas cercado por restaurantes e supermercados PM805,Recife,1624,2024-10-22,2024-10-29,9.6,0.4,8.6,13,2024-6-6
Estadia em Boa viagem Recife,Recife,1692,2024-10-22,2024-10-29,7.7,None,10.0,1,2024-6-6
Apartamento 2 quartos 1km da Praia,Recife,3094,2024-10-22,2024-10-29,6.4,1.5,10.0,2,2024-6-6
FLAT IMPERIAL SUITES Boa Viagem,Recife,1874,2024-10-22,2024-10-29,7.2,None,None,None,2024-6-6
Marbelo Pernambuco,Recife,1517,2024-10-22,2024-10-29,0.4,2.8,4.5,2,2024-6-6
Flat Graças,Recife,1470,2024-10-22,2024-10-29,2.1,None,6.0,1,2024-6-6
Pousada pirata,Recife,1008,2024-10-22,2024-10-29,18.7,None,None,None,2024-6-6
Recife Flat Concept 404B,Recife,2793,2024-10-22,2024-10-29,9.7,0.25,3.0,1,2024-6-6
Casa no coração de Recife para Carnaval,Recife,2100,2024-10-22,2024-10-29,1.0,2.8,10.0,2,2024-6-6
Kitnet recife carnaval 2024,Recife,1487,2024-10-22,2024-10-29,6.3,2.7,4.0,1,2024-6-6
Apt Candeias para 6 pessoas,Recife,1796,2024-10-22,2024-10-29,16.7,0.55,6.3,11,2024-6-6
